!,100v.5.8
!89,115v.23.5
!9,37r.10.5
!?s,1r.6.7
!A,37v.9.3
!Co,100v.3.5
!Cs,47v.5.2
!H,25v.7.5
!Kae,8v.2.1
!c89,41r.6.9
!c9,68v1.outer_ring.3
!cH9,46r.2.12
!cae,89v2.labels_top.5
!cam,21v.7.6
!cckC(,85r1.24.8
!ch9,29v.7.8
!coe 2c9,3r.11.4
!cohan,111v.1.6
!coy,rose.west_ring.6
!cs,72r3.5th_ring.19
!o,17v.20.5
!o,90r1.5.4
!o 9k,101v2-v1.4.22
!o8am,85r1.23.2
!oF9,86v3.center_1.3
!oe,1r.6.4
!oe,15v.8.6
!oe,22v.14.3
!oe,86v3.center_4.5
!oeom,52v.7.2
!oh1C9,1r.19.3
!ohaZ,66r.10.7
!oy,4r.8.1
!oy,18v.1.2
!oy h19,49r.1.8
!oy89,11v.1.3
!oy9,1r.1.6
#9,13r.5.2
#9,22v.1.7
#C h1c9,87r.3.6
#C9,82r.31.7
#Ch9,111r.2.2
#am,36r.1.6
#cW19,41r.3.7
#cam,30v.1.7
#ch 8an,81v.1.9
#coe,79r.31.3
#o,15v.7.3
#o,30r.6.2
#o,30v.1.4
#o89,22v.9.2
#o8ay9,1r.6.9
#oe,4r.8.3
#oe,8r.17.5
#oe,22r.7.2
#oe,47r.6.5
#op,24r.19.4
#oy,8r.8.7
#oy,29v.1.2
8am,101v2-v1.7.6
8am,101v2-v1.7.17
8am,101v2-v1.9.20
8am,102r1.5.5
8am,102r2.3.1
8am,102r2.5.1
8am,102r2.13.9
8am,102v2.10.11
8am,102v1.5.9
8am,102v1.7.6
8am,103r.10.1
8am,103r.23.1
8am,103v.1.7
8am,103v.2.1
8am,103v.7.1
8am,103v.19.1
8am,103v.31.8
8am,103v.34.1
8am,103v.41.1
8am,104r.14.1
8am,104r.24.1
8am,104r.45.1
8am,104v.11.9
8am,104v.25.6
8am,104v.28.7
8am,104v.44.1
8am,105r.5.1
8am,105r.15.11
8am,105r.17.9
8am,105r.18.3
8am,105r.24.12
8am,105v.5.3
8am,105v.5.5
8am,105v.9.4
8am,105v.9.9
8am,105v.15.10
8am,105v.16.1
8am,105v.22.1
8am,105v.27.7
8am,105v.29.8
8am,105v.31.9
8am,105v.34.2
8am,106v.2.1
8am,106v.6.1
8am,107r.22.4
8am,107r.31.1
8am,107r.35.1
8am,107r.43.3
8am,107v.2.1
8am,107v.2.4
8am,107v.14.1
8am,107v.47.7
8am,108r.10.9
8am,108r.16.4
8am,108r.16.6
8am,108r.18.3
8am,108r.41.6
8am,108v.2.1
8am,108v.13.1
8am,108v.21.1
8am,108v.22.1
8am,108v.23.6
8am,108v.24.1
8am,108v.35.1
8am,108v.36.1
8am,108v.40.1
8am,111r.4.4
8am,111r.8.1
8am,111r.8.4
8am,111r.11.11
8am,111r.15.9
8am,111r.21.1
8am,111r.27.9
8am,111r.38.2
8am,111r.41.9
8am,111v.4.1
8am,111v.23.10
8am,111v.43.2
8am,112v.5.4
8am,112v.12.1
8am,112v.13.5
8am,112v.17.1
8am,112v.40.7
8am,112v.40.11
8am,113r.11.1
8am,113r.28.6
8am,113r.38.1
8am,113v.16.1
8am,113v.34.1
8am,113v.44.1
8am,114r.5.5
8am,114r.6.5
8am,114r.9.3
8am,114r.9.9
8am,114r.13.2
8am,114r.17.5
8am,114r.19.7
8am,114r.27.2
8am,114r.33.1
8am,114r.39.3
8am,114r.41.2
8am,114v.1.10
8am,114v.4.8
8am,114v.12.6
8am,114v.20.6
8am,114v.39.6
8am,115r.17.4
8am,115r.17.5
8am,115r.31.6
8am,115r.38.10
8am,116r.15.6
8am,116r.27.1
8am,116r.38.1
8am 89,105r.19.3
8am ay,107r.6.4
8am es,86v3.north_6.1
8am ogae,106r.13.10
8am s,96v.8.3
8am89,100r.labels_1.6
8am89,105r.10.3
8am9,2r.7.3
8am9,47r.11.4
8am9,55v.6.5
8am9,rose.north_center.9
8amo 8 aP,54v.8.1
8amo89,89r2.3.4
8amoe,19r.12.4
8an,1r.7.7
8an,1r.8.5
8an,1r.12.1
8an,1r.16.8
8an,1r.18.4
8an,1r.20.3
8an,2r.9.8
8an,3v.14.1
8an,7r.7.5
8an,7r.8.8
8an,7v.4.4
8an,8r.2.8
8an,8r.7.4
8an,8v.6.5
8an,8v.17.1
8an,9v.6.5
8an,10r.7.7
8an,10v.2.1
8an,10v.4.7
8an,10v.7.5
8an,11r.3.7
8an,11v.2.8
8an,13v.7.1
8an,14r.1.5
8an,14r.7.2
8an,15r.8.3
8an,15r.13.5
8an,17v.19.1
8an,22r.2.8
8an,22r.9.2
8an,23r.4.6
8an,23r.5.11
8an,23v.8.2
8an,27r.2.4
8an,27r.8.5
8an,27r.12.1
8an,28v.8.5
8an,29v.8.4
8an,30v.5.1
8an,32r.1.4
8an,32r.4.4
8an,32r.13.2
8an,32v.2.8
8an,32v.3.5
8an,32v.5.7
8an,35v.14.4
8an,36r.6.5
8an,37r.11.4
8an,37v.5.4
8an,38v.6.7
8an,38v.6.8
8an,38v.7.4
8an,38v.7.8
8an,39v.13.1
8an,40r.9.5
8an,42r.13.7
8an,42v.1.8
8an,42v.2.8
8an,43r.8.8
8an,45r.9.4
8an,45v.4.3
8an,47r.3.7
8an,47r.5.1
8an,47r.10.8
8an,47v.9.5
8an,49v.12.5
8an,49v.21.7
8an,53r.2.2
8an,55r.9.1
8an,56v.4.6
8an,67r1.2nd_ring.36
8an,67r2.2nd_ring_1.2
8an,75r.2.1
8an,75r.26.1
8an,75r.26.4
8an,75r.29.1
8an,75r.30.2
8an,75r.46.5
8an,75v.1.6
8an,75v.7.4
8an,75v.29.2
8an,75v.29.3
8an,76r.2.5
8an,76r.8.9
8an,76r.18.5
8an,76r.24.4
8an,76r.31.6
8an,76r.32.11
8an,76r.33.1
8an,76r.38.1
8an,78r.27.6
8an,78r.27.10
8an,78v.8.9
8an,79r.14.8
8an,79r.37.9
8an,79v.13.1
8an,79v.21.7
8an,79v.29.1
8an,79v.29.9
8an,79v.35.7
8an,80r.14.6
8an,80r.20.8
8an,80v.9.6
8an,80v.15.10
8an,81r.10.2
8an,81v.4.7
8an,83r.bottom_left_9.3
8an,83r.10.7
8an,83r.27.1
8an,83v.4.1
8an,84r.11.12
8an,84r.24.4
8an,84v.9.7
8an,84v.26.5
8an,84v.35.4
8an,85r1.24.3
8an,86v4.4th_ring.16
8an,86v4.4.1
8an,87v.12.9
8an,88v.13.3
8an,88v.16.5
8an,89r1.14.1
8an,89v1.2.7
8an,90v2.8.5
8an,93r.29.1
8an,93v.3.7
8an,95v2.4.6
8an,95v2.6.1
8an,101v2-v1.3.12
8an,102v2.13.9
8an,103r.2.1
8an,103r.6.2
8an,103r.24.10
8an,103v.6.1
8an,103v.13.1
8an,104r.6.5
8an,105v.34.11
8an,107v.24.1
8an,107v.38.1
8an,108r.11.9
8an,108r.20.1
8an,108r.45.1
8an,108r.48.6
8an,108v.9.6
8an,108v.22.4
8an,108v.32.1
8an,108v.36.9
8an,111r.6.1
8an,111r.13.8
8an,111r.28.9
8an,111r.37.1
8an,111r.53.10
8an,111v.3.1
8an,111v.3.8
8an,111v.44.1
8an,112v.10.1
8an,114r.43.11
8an,114r.45.1
8an,114v.10.7
8an,114v.12.10
8an,115r.36.1
8an,115r.43.2
8an,115v.16.1
8an,115v.19.9
8an,116r.3.1
8an,116r.12.7
8an,116r.16.9
8an,116r.17.1
8an,116r.19.12
8an,116r.23.1
8an,116r.36.7
8an,116r.48.4
8an,116r.48.8
8an 1hae9,35v.17.2
8an*,23r.2.9
8an8,2r.6.2
8an9,75r.center_text.10
8anae89,89r1.9.5
8ano8,16r.4.1
8aoEko,1r.17.7
8ap,1v.4.4
8ap,3r.2.3
8ap,6r.3.8
8ap,6v.5.4
8ap,8r.4.9
8ap,11v.2.6
8ap,14v.8.7
8ap,22v.8.5
8ap,23r.2.7
8ap,23v.8.6
8ap,24r.16.4
8ap,27r.3.10
8ap,32r.8.4
8ap,33v.2.2
8ap,41v.3.12
8ap,42r.14.7
8ap,42v.6.6
8ap,44r.4.6
8ap,46v.3.12
8ap,47r.10.9
8ap,49v.4.4
8ap,51r.14.7
8ap,52r.4.7
8ap,52v.2.9
8ap,54r.3.10
8ap,54r.7.12
8ap,65r.1.2
8ap,67v2.outer_ring_south_1.4
8ap,68v2.3.9
8ap,70r1.radials.16
8ap,70r2.2.5
8ap,70r2.4.8
8ap,78v.3.10
8ap,79r.18.10
8ap,84r.25.8
8ap,84r.33.6
8ap,84v.8.7
8ap,86v4.4th_ring.18
8ap,86v5.26.10
8ap,86v5.36.9
8ap,89r1.3.9
8ap,89r1.12.2
8ap,89v2.1.15
8ap,89v2.7.9
8ap,89v1.14.6
8ap,93r.3.5
8ap,102v1.10.9
8ap,105r.20.14
8ap,105r.24.13
8ap,111r.35.5
8ap,112r.10.5
8ap,114r.8.2
8ap,114v.16.12
8ap,115r.14.14
8apapp,67v1.outer_ring.1
8apo,93v.8.10
8apop,86v6.22.10
8aq,3v.10.4
8as,17r.9.4
8as,99v.labels_top.5
8as,114r.44.11
8as 9,70r1.1st_ring.30
8as9,77v.11.8
8asa89,90r1.5.11
8ax,76r.25.15
8ax,108v.29.1
8axaM,102r1.2.5
8ay,1r.16.6
8ay,1r.19.10
8ay,1r.20.5
8ay,1r.20.8
8ay,1v.5.5
8ay,1v.9.5
8ay,1v.9.9
8ay,3r.10.2
8ay,3v.2.7
8ay,6r.4.1
8ay,6r.9.1
8ay,8r.14.7
8ay,8r.17.4
8ay,8v.5.6
8ay,8v.7.3
8ay,10r.8.8
8ay,13r.3.10
8ay,14r.5.2
8ay,14r.11.5
8ay,15v.2.7
8ay,17r.10.1
8ay,17v.5.5
8ay,17v.22.2
8ay,18r.6.5
8ay,18r.6.6
8ay,18r.10.1
8ay,18r.13.6
8ay,18v.4.6
8ay,18v.7.7
8ay,19r.7.7
8ay,20r.12.7
8ay,20v.6.3
8ay,22r.3.8
8ay,22r.5.4
8ay,23r.6.5
8ay,23r.7.5
8ay,23r.10.7
8ay,23v.9.3
8ay,24v.7.3
8ay,25v.5.1
8ay,26r.7.3
8ay,26v.6.4
8ay,26v.6.9
8ay,26v.7.2
8ay,27r.2.5
8ay,28r.7.8
8ay,28v.9.6
8ay,29v.6.6
8ay,29v.11.4
8ay,30r.12.6
8ay,31r.4.3
8ay,31r.12.6
8ay,33r.4.8
8ay,33r.7.1
8ay,33v.3.1
8ay,33v.8.1
8ay,33v.8.11
8ay,34r.1.8
8ay,34r.3.4
8ay,37r.8.8
8ay,39r.3.7
8ay,39r.7.7
8ay,39r.11.11
8ay,39v.2.8
8ay,39v.8.5
8ay,39v.8.10
8ay,39v.10.1
8ay,40r.2.4
8ay,41v.2.9
8ay,42r.4.4
8ay,42r.11.7
8ay,43r.1.11
8ay,43r.2.6
8ay,43r.4.1
8ay,43v.2.5
8ay,43v.12.3
8ay,44r.6.8
8ay,45r.2.10
8ay,45r.7.5
8ay,45v.5.4
8ay,46r.13.5
8ay,47v.10.8
8ay,49v.10.4
8ay,50r.8.4
8ay,50v.4.1
8ay,51v.5.8
8ay,52r.1.8
8ay,52r.4.5
8ay,53r.8.2
8ay,54r.6.10
8ay,54r.8.4
8ay,54v.1.5
8ay,54v.4.1
8ay,58v.18.5
8ay,58v.19.7
8ay,66r.4.8
8ay,66r.9.7
8ay,66r.14.7
8ay,66v.12.9
8ay,67r1.outer_ring.33
8ay,67r1.2nd_ring.38
8ay,67r1.3rd_ring.8
8ay,67r1.center.10
8ay,67r2.1.1
8ay,67v1.outer_ring.5
8ay,68r3.center.5
8ay,68v3.outer_ring.11
8ay,68v3.outer_ring.35
8ay,69r.outside_ring.8
8ay,69r.radial_19.3
8ay,69r.radial_22.2
8ay,69v.outer_ring.36
8ay,70r1.radials.4
8ay,70r2.outside_ring.24
8ay,70r2.4th_ring.19
8ay,70r2.4th_ring.28
8ay,71r.4th_ring.6
8ay,71v.3rd_ring.8
8ay,71v.center_ring.3
8ay,72r1.outer_ring.2
8ay,75r.11.9
8ay,75r.26.7
8ay,75r.27.7
8ay,75r.32.5
8ay,75r.34.4
8ay,75r.35.4
8ay,75r.35.5
8ay,75r.36.7
8ay,75r.36.8
8ay,75r.40.1
8ay,75r.44.11
8ay,75v.5.5
8ay,75v.5.8
8ay,75v.6.12
8ay,75v.12.3
8ay,75v.21.4
8ay,76r.5.13
8ay,76r.6.10
8ay,76r.16.9
8ay,76r.42.8
8ay,77v.1.6
8ay,77v.8.5
8ay,77v.9.1
8ay,77v.17.8
8ay,77v.28.6
8ay,77v.34.9
8ay,77v.36.6
8ay,78r.16.4
8ay,78r.32.5
8ay,78v.5.8
8ay,78v.8.6
8ay,79r.4.2
8ay,79r.23.1
8ay,79r.44.4
8ay,79v.6.9
8ay,79v.17.5
8ay,79v.19.9
8ay,80r.16.2
8ay,80r.19.9
8ay,81v.13.5
8ay,81v.16.10
8ay,82r.11.4
8ay,82v.2.7
8ay,82v.7.2
8ay,82v.8.3
8ay,83r.3.10
8ay,83v.2.10
8ay,84r.3.2
8ay,84r.3.11
8ay,84r.8.9
8ay,84r.11.1
8ay,84r.14.4
8ay,84r.15.5
8ay,84r.17.3
8ay,84r.20.4
8ay,84r.20.10
8ay,84r.24.2
8ay,84r.32.6
8ay,84v.labels_top_1.2
8ay,84v.labels_top_1.4
8ay,84v.12.10
8ay,84v.31.5
8ay,85r1.12.6
8ay,85r1.26.7
8ay,85r1.26.11
8ay,85r1.31.4
8ay,85r1.31.7
8ay,85r2.outer_ring.32
8ay,85r2.quad_4_4.2
8ay,86v4.3rd_ring.19
8ay,86v4.4th_ring.8
8ay,86v4.4th_ring.14
8ay,86v4.1.6
8ay,86v6.8.11
8ay,86v6.9.3
8ay,86v6.14.10
8ay,86v6.17.4
8ay,86v6.18.5
8ay,86v6.23.7
8ay,86v6.25.5
8ay,86v6.26.9
8ay,86v6.28.7
8ay,86v6.31.8
8ay,86v6.33.1
8ay,86v6.39.2
8ay,86v5.4.9
8ay,86v5.26.8
8ay,86v3.center_5.9
8ay,86v3.center_6.3
8ay,rose.seast_ring.6
8ay,87r.5.7
8ay,88r.3.8
8ay,88r.16.1
8ay,88v.5.1
8ay,89r1.1.6
8ay,89r2.4.12
8ay,89v2.2.16
8ay,89v2.8.7
8ay,89v2.11.1
8ay,89v1.7.10
8ay,89v1.13.4
8ay,90r1.7.1
8ay,93v.2.8
8ay,93v.4.10
8ay,93v.6.8
8ay,94v.10.10
8ay,95r1.11.6
8ay,95v1.8.6
8ay,99v.15.1
8ay,101r1-r2.3.24
8ay,101r1-r2.9.5
8ay,101r1-r2.9.22
8ay,101v2-v1.2.27
8ay,101v2-v1.5.26
8ay,102v1.3.11
8ay,103r.11.1
8ay,103r.25.1
8ay,103v.3.5
8ay,103v.37.10
8ay,104r.41.10
8ay,104v.42.8
8ay,105r.32.6
8ay,105r.35.5
8ay,105v.6.4
8ay,105v.6.7
8ay,105v.15.6
8ay,106r.23.9
8ay,106r.36.2
8ay,106v.7.12
8ay,106v.19.1
8ay,107r.24.10
8ay,107r.27.2
8ay,107r.34.6
8ay,107r.36.1
8ay,107v.22.1
8ay,108v.30.7
8ay,111r.27.1
8ay,113r.2.1
8ay,113v.14.1
8ay,113v.42.11
8ay,114r.19.11
8ay,114v.1.2
8ay,114v.12.11
8ay,115r.7.1
8ay,115r.8.9
8ay,115r.16.3
8ay,115r.22.4
8ay,115r.36.7
8ay,115r.41.1
8ay,116r.8.1
8ay,116r.15.9
8ay,116r.22.10
8ay 17 oe,55r.10.10
8ay 89y,115r.4.11
8ay A p,18r.1.5
8ay aM,68v3.3.7
8ay ae 79,84r.22.5
8ay aie 1c89,115r.19.4
8ay am,1r.3.8
8ay ap,104r.3.12
8ay oy9,77v.16.7
8ay(,114r.6.11
8ay179,rose.seast_label_4.1
8ay18ay,77r.labels_top.1
8ay1C89,68r3.outer_ring.29
8ay1c9,76r.23.1
8ay1coy,89v2.labels_top.3
8ay2c7,39r.3.4
8ay2c9,80r.1.10
8ay2o79,89v1.labels_top.4
8ay7ap,46r.9.13
8ay8,66r.10.9
8ay89,14v.7.9
8ay89,34r.9.10
8ay9,9v.9.5
8ay9,18r.8.6
8ay9,29v.2.9
8ay9,32r.9.2
8ay9,43v.3.12
8ay9,45r.6.8
8ay9,66r.20.7
8ay9,67v1.center_12.4
8ay9,68v2.radial_6.2
8ay9,69r.radial_22.1
8ay9,75v.label_text_1.7
8ay9,77r.24.8
8ay9,77v.30.8
8ay9,111r.6.13
8ay9,114v.20.10
8ay9,115v.45.5
8ayAy,85r1.14.1
8ayae,20r.3.8
8ayae,79v.42.7
8ayae,rose.center_2nd_ring.1
8ayae89,rose.north_label_2.1
8ayae9,73r.outer_ring.8
8ayae9,88v.5.4
8ayaea,90r1.2.6
8ayaee,68r3.pieslice_2.2
8ayaeoJ9,78r.label_right_1.1
8ayap,17r.1.2
8ayap,34r.14.13
8ayap,57v.outer_ring.38
8ayap,67r1.outer_ring.28
8ayap,68r1.3.7
8ayap7ae,88v.label_jar.1
8ayay,58r.18.1
8ayay,99r.labels_top_1.2
8ayay7ap,88v.labels_bottom.3
8ayo,57v.3rd_ring.30
8ayo,75r.center_text.6
8ayo89,14v.4.7
8ayo89,43v.15.5
8ayo8Ej,18r.1.2
8ayoae,103r.8.1
8ayoe,75v.label_text_2.2
8ayoe,82r.label_bottom_1.2
8ayoeae9,99v.labels_jars.3
8ayoes9,83r.bottom_left_6.1
8ayop,19v.2.6
8ayop,75r.33.8
8ayop,115r.8.13
8ayoy,18v.8.4
8ayoy,77r.17.8
8az,1v.4.3
8az,2v.1.5
8az,3r.19.5
8az,6v.5.1
8az,7v.6.6
8az,10r.7.8
8az,11r.6.6
8az,14v.8.6
8az,18r.6.2
8az,18v.10.3
8az,23r.5.5
8az,23v.4.2
8az,27r.5.8
8az,28v.7.10
8az,32r.7.4
8az,36r.1.8
8az,38v.3.7
8az,39r.2.8
8az,44v.6.2
8az,45v.4.5
8az,50r.1.6
8az,58r.30.6
8az,58v.2.1
8az,58v.21.7
8az,67r1.2nd_ring.1
8az,67r1.3rd_ring.12
8az,68v3.outer_ring.13
8az,69r.outside_ring.23
8az,69r.outside_ring.34
8az,69v.3rd_ring.23
8az,70r2.2.1
8az,82r.label_middle.2
8az,82v.3.1
8az,83v.3.8
8az,85r1.9.4
8az,85r1.10.1
8az,85r2.quad_2_3.1
8az,86v6.23.10
8az,86v6.31.1
8az,86v3.north_7.6
8az,88v.15.8
8az,89v2.4.1
8az,89v2.9.5
8az,89v2.10.2
8az,89v2.12.13
8az,90r1.3.1
8az,93v.3.9
8az,101v2-v1.7.2
8az,102v1.9.2
8az,103v.8.4
8az,105r.27.1
8az,105r.32.8
8az,105v.34.5
8az,106r.8.10
8az,106r.23.3
8az,106v.5.11
8az,108r.26.1
8az,111r.54.3
8az,112r.8.7
8az,113r.24.1
8az,113v.9.1
8az,113v.41.1
8az,114r.2.3
8az,114r.16.5
8az,114r.16.11
8az,114r.22.3
8az,114r.24.12
8az,114r.28.8
8az,114r.32.9
8az,114v.21.1
8az,115r.10.7
8az,115v.5.1
8az 989,83r.38.4
8az ae 2co 7,106r.41.1
8az ae9,66r.19.8
8az ay,104v.23.8
8az az,106v.40.7
8az",69v.3rd_ring.3
8az*,8r.9.8
8az1c9,82r.9.5
8az89,rose.center_2nd_ring.18
8az9,30v.6.4
8az9,114v.6.10
8az9e,89r2.14.11
8azae,66r.19.9
8azae,67v1.center_9.3
8azae,86v6.36.1
8azae,115v.39.1
8azcg1ck9,68v1.radial_1.1
8aze,44v.13.3
8aze,89r2.14.12
8azhae,67v1.outer_ring.2
8azn,16v.6.6
8azn,49v.21.9
8azn,101r1-r2.4.18
8azn,101r1-r2.4.21
8azo8,13v.6.8
8azo8*,5v.6.3
8azo89,66r.15.3
8azo89,86v6.20.10
8azo89,105v.1.7
8azoe,57v.label.1
8azoe79,84v.labels_bottom_right.3
8azos,114r.1.2
8aµ es,105r.25.5
8aµ89,105v.6.9
8aòC9,70v2.outer_ring.11
8boe,78r.38.5
8c%,54r.7.10
8c2c89,103r.28.1
8c89,75v.12.11
8c89,76v.39.11
8c9,6v.4.6
8c9,31r.3.9
8c9,104r.16.4
8cIm,73r.outer_ring.18
8cK89,105r.25.4
8cM,57r.5.2
8cam,28r.9.4
8cc79,76v.14.10
8cc9e,72v3.2nd_ring.19
8ccAy,102v2.8.8
8ccc9,30r.5.3
8ccos,57r.4.1
8ccoy,101v2-v1.6.18
8cj1ch9,rose.west_label_1.1
8cm,111r.21.10
8cm,116r.5.1
8cm,116r.12.14
8cn,25r.3.9
8coe,7v.9.6
8cs9,86v4.4th_ring.10
8csc9,102r2.12.5
8d89,105r.25.1
8do8,16r.6.4
8e,16r.13.2
8e,52r.2.9
8e,55r.12.3
8e,75v.3.1
8e,76v.38.14
8e,81v.17.8
8e,85r1.15.6
8e,86v4.outer_ring.41
8e,86v6.33.7
8e,104r.27.4
8e,104v.3.12
8e,105v.25.11
8e,114v.2.11
8e 1cc9,70r2.2nd_ring.13
8e 2c89,75v.3.8
8e18,104v.15.7
8e18,115r.31.12
8e19,106r.37.3
8e1K9,42v.3.7
8e2c79,75v.14.1
8e8,39r.15.8
8e9,28r.2.9
8e9,75v.label_text_1.5
8eam,108v.26.6
8eay,116r.41.1
8ees,105r.14.4
8ehae,107v.14.10
8eo8,4v.1.6
8eos,24v.4.6
8es,49v.22.4
8es 2o,2r.9.1
8ey,116r.31.11
8g19,13r.5.5
8g19,22r.1.5
8g1c89,115v.11.9
8h1s,114r.7.3
8h29,5r.1.8
8h3C9,1v.3.5
8h9,11r.5.4
8hC9,79v.26.5
8haes,57v.outer_ring.28
8han,81v.8.8
8han,106v.43.11
8hay,66r.31.9
8haz,114r.21.4
8hc79,84r.28.2
8hc7ay,57v.3rd_ring.11
8hc89,78v.8.8
8hc8ap,108r.21.9
8hccoy,30r.5.4
8ho19,69r.radial_13.1
8hoe,2r.6.3
8j9,73v.outer_ring.7
8k2oe,58r.39.1
8kaN,103r.3.13
8kae,116r.21.10
8kc8 az,86v4.4th_ring.22
8kc8*,rose.center_2nd_ring.13
8kco8om,96v.2.4
8koam,16r.6.6
8koy,58r.35.1
8o,1v.3.1
8o,3v.4.6
8o,5v.3.9
8o,8r.2.6
8o,8r.5.2
8o,8r.10.4
8o,24v.13.6
8o,37v.21.2
8o,50v.1.2
8o,52r.6.8
8o,53v.2.8
8o,68r3.outer_ring.34
8o,114r.20.12
8o 7e,33v.4.9
8o H9,53v.3.4
8o az,69v.3rd_ring.1
8o e 1o89,1v.7.11
8o ko89,37v.12.4
8o y am,77v.18.5
8o(c)m,22r.8.8
8o1Co,69r.radial_7.1
8o1ccsp,27v.4.9
8o1o8,47v.6.4
8o8,11r.3.10
8o8,45v.1.7
8o89,17r.1.9
8o89,38v.5.5
8o89,52r.7.6
8o89,85r2.quad_1_4.3
8o89,112r.8.5
8o897,55v.1.5
8o8am,42r.15.3
8o8ay,49r.4.4
8o8ay,86v4.3rd_ring.24
8o?,101v2-v1.7.10
8oC,105v.35.1
8oC8c9,86v4.4th_ring.11
8oC9 hCoe,102r1.10.1
8oIy,10r.4.8
8oIy,24v.14.1
8oKo,57r.6.5
8oM,20v.6.1
8oM,114r.6.3
8oM,114r.11.9
8oX,102r1.12.9
8oZ,22r.11.1
8oZ,32r.15.3
8oZ,69v.outer_ring.16
8oZ,84r.labels_top_1.6
8oZ,102v1.6.4
8oae,16r.7.7
8oam,13r.7.9
8oay9,68r3.pieslice_1.2
8occhcsA9,102r2.labels_jars.3
8oe,1v.4.1
8oe,1v.7.5
8oe,1v.7.8
8oe,3v.2.6
8oe,6v.7.5
8oe,7v.4.9
8oe,7v.7.5
8oe,7v.7.6
8oe,8r.9.7
8oe,8r.13.8
8oe,13r.2.3
8oe,14r.10.5
8oe,14v.8.5
8oe,17v.17.4
8oe,20r.7.5
8oe,22r.11.7
8oe,23r.5.10
8oe,23v.2.5
8oe,23v.5.4
8oe,24r.9.4
8oe,25v.5.6
8oe,28r.7.7
8oe,29v.8.8
8oe,32r.3.5
8oe,32r.7.2
8oe,32r.19.1
8oe,42r.10.2
8oe,45v.5.7
8oe,48r.3.9
8oe,49v.8.6
8oe,53r.2.1
8oe,54r.10.3
8oe,54r.12.6
8oe,54v.15.4
8oe,66r.8.2
8oe,66r.19.6
8oe,66v.4.5
8oe,66v.10.6
8oe,68r3.outer_ring.8
8oe,75v.22.4
8oe,76r.41.4
8oe,77r.16.2
8oe,77v.6.2
8oe,78r.4.3
8oe,78r.12.6
8oe,78v.2.9
8oe,78v.3.5
8oe,79v.16.1
8oe,80r.15.7
8oe,80v.34.1
8oe,81r.27.5
8oe,81v.19.9
8oe,82r.24.1
8oe,82v.2.4
8oe,83v.2.1
8oe,84r.31.5
8oe,84v.10.6
8oe,84v.10.8
8oe,84v.11.8
8oe,84v.12.9
8oe,84v.15.5
8oe,84v.16.7
8oe,85r1.2.5
8oe,86v4.4th_ring.30
8oe,88r.16.4
8oe,89r2.2.15
8oe,89r2.5.16
8oe,89r2.6.16
8oe,89r2.12.5
8oe,89v2.10.1
8oe,93r.5.4
8oe,93r.15.3
8oe,93r.21.1
8oe,93r.32.1
8oe,99v.10.1
8oe,101r1-r2.2.1
8oe,101r1-r2.3.7
8oe,101r1-r2.10.10
8oe,102r1.7.6
8oe,102r2.8.5
8oe,102r2.9.6
8oe,102r2.10.8
8oe,102r2.12.8
8oe,102r2.13.4
8oe,102r2.13.6
8oe,102v2.4.7
8oe,105v.3.6
8oe,105v.31.3
8oe,106r.38.9
8oe,114r.19.5
8oe,115v.26.7
8oe,116r.22.1
8oe 1e,77r.28.5
8oe 1s9Hcoe,89r2.2.7
8oe 9,44v.6.4
8oe 9,84v.14.9
8oe 9 kA89,36v.8.3
8oe ae,67r1.2nd_ring.25
8oe h9,1v.9.4
8oe hc89,84v.13.10
8oe18s,15r.10.5
8oe1C9,17v.5.3
8oe1c79,68r1.labels_8.1
8oe1c89,106r.14.4
8oe1c9,89v1.13.7
8oe1c9,99r.10.7
8oe1cc89,77v.33.5
8oe1so89,67r2.2nd_ring_2.8
8oe2 c89,80v.10.5
8oe29,90r1.6.9
8oe2C9,79r.28.2
8oe2c8,83r.34.3
8oe2c89,82v.5.3
8oe2coe,79v.3.1
8oe7,7r.2.5
8oe7ap,99v.labels_middle_2.7
8oe7ap,99v.11.11
8oe89,18r.7.5
8oe89,83v.4.4
8oe8am,18r.7.6
8oe8am,45r.5.9
8oe8op,6v.5.7
8oe8s,4v.1.5
8oe9,66r.labels_down_left_side.11
8oe9,69r.radial_19.1
8oe9,89r2.labels_top.2
8oe9,102r1.5.8
8oeC*,68v1.2nd_ring.31
8oeCc9,88r.4.6
8oeam,68r3.center.8
8oeay,8v.3.9
8oeay +9 8oy,66r.19.10
8oeay9,101v2-v1.labels_2.8
8oeayap,70v2.4th_ring.3
8oeca8am,102r1.7.7
8oef1c8(,80v.1.2
8oeh19,95v1.12.8
8oeh289,85r1.4.7
8oeh9,39v.1.11
8oehC89,115r.17.7
8oehc79,84v.39.3
8oehcm,95v1.7.9
8oeo,1v.7.9
8oeo89,2v.8.5
8oeoe,82r.label_bottom_2.4
8oeos,114r.11.4
8oeoy,84v.36.4
8oeoy,85r1.11.10
8oes,33v.1.5
8oesan,36r.3.5
8oh9,18v.9.5
8ohaN,67r2.2nd_ring_8.5
8ohae,66v.10.9
8ohae,75v.label_text_1.2
8ohc19,68r2.1.6
8ohc89,84v.11.7
8ohcc9,68v1.outer_ring.36
8ohoy,101v2-v1.labels_1.5
8ok9,19v.5.4
8okc89,77r.labels_top.8
8okcc9,72r3.3rd_ring.22
8om,1r.4.1
8om,4r.1.7
